Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
4795,0,-0.0199242,0.0373665,0.00518807,703.037,-497.91,274.608
4796,0,-0.0208031,0.0360651,0.00505279,702.34,-497.634,274.552
4797,0,-0.0220935,0.034667,0.00643092,701.641,-497.349,274.486
4798,0,-0.0212821,0.035392,0.00650228,700.966,-497.077,274.387
4799,0,-0.0199892,0.0368799,0.00570368,700.216,-496.796,274.322
4800,0,-0.020981,0.0364981,0.0055812,699.505,-496.525,274.272
4801,0,-0.0213808,0.0358457,0.00596055,698.808,-496.257,274.218
4802,0,-0.0206337,0.0367133,0.00672239,698.104,-495.982,274.133
4803,0,-0.0198796,0.0378518,0.00621405,697.39,-495.698,274.067
4804,0,-0.0201403,0.0363996,0.00548951,696.634,-495.432,274.029
4805,0,-0.0211589,0.0355024,0.00535817,695.969,-495.165,273.976
4806,0,-0.0211158,0.0371172,0.0067703,695.278,-494.901,273.87
4807,0,-0.0200363,0.0371186,0.00712832,694.538,-494.609,273.806
4808,0,-0.0203421,0.0367208,0.00634955,693.802,-494.306,273.769
4809,0,-0.0209255,0.0351621,0.00538869,693.104,-494.064,273.708
4810,0,-0.0203083,0.0359567,0.00536632,692.443,-493.814,273.625
4811,0,-0.0208784,0.0371083,0.00578502,691.7,-493.507,273.579
4812,0,-0.0205898,0.0361667,0.00658445,690.944,-493.224,273.515
4813,0,-0.0209396,0.0357131,0.00547694,690.244,-492.979,273.446
4814,0,-0.0206561,0.0368299,0.00603537,689.619,-492.725,273.366
4815,0,-0.0211584,0.0382398,0.00589825,688.904,-492.427,273.291
4816,0,-0.0204592,0.0373389,0.00638923,688.168,-492.138,273.238
4817,0,-0.0211952,0.0357646,0.00587904,687.44,-491.892,273.188
4818,0,-0.0204218,0.0368378,0.00521727,686.767,-491.608,273.087
4819,0,-0.0209269,0.0376061,0.00532959,686.052,-491.325,273.026
4820,0,-0.0202345,0.0364992,0.00566947,685.34,-491.045,272.99
4821,0,-0.0205408,0.0356222,0.00620524,684.61,-490.777,272.927
4822,0,-0.0198067,0.0372749,0.00611748,683.928,-490.513,272.833
4823,0,-0.0204438,0.0374932,0.00521226,683.256,-490.231,272.783
4824,0,-0.0208519,0.036697,0.00534567,682.518,-489.954,272.737
4825,0,-0.0205172,0.0353453,0.00587242,681.797,-489.68,272.681
4826,0,-0.0203843,0.0362751,0.00550218,681.086,-489.431,272.583
4827,0,-0.0198986,0.0371737,0.00530837,680.414,-489.16,272.505
4828,0,-0.0240016,0.0430589,0.00728732,679.118,-489.058,272.717
4829,0,-0.0231067,0.0408148,0.00630899,678.425,-488.799,272.675
4830,0,-0.0226507,0.0418221,0.00619555,677.683,-488.535,272.565
4831,0,-0.0229152,0.0420067,0.00727991,677.047,-488.272,272.486
4832,0,-0.0228024,0.0417512,0.00617654,676.329,-488.002,272.448
4833,0,-0.0230832,0.0403068,0.00590126,675.607,-487.704,272.395
4834,0,-0.0230842,0.0407907,0.00662671,674.962,-487.446,272.319
4835,0,-0.0231818,0.0409163,0.0063597,674.276,-487.207,272.256
4836,0,-0.0232597,0.0420306,0.00548593,673.497,-486.904,272.177
4837,0,-0.0229844,0.0414989,0.00557843,672.804,-486.601,272.137
4838,0,-0.022232,0.0411961,0.00551033,672.133,-486.345,272.063
4839,0,-0.022038,0.0414207,0.00511197,671.415,-486.087,271.961
4840,0,-0.0226808,0.0416342,0.00630862,670.708,-485.817,271.903
4841,0,-0.0232915,0.0409395,0.00667192,669.972,-485.504,271.883
4842,0,-0.0228747,0.0415527,0.00495409,669.292,-485.236,271.812
4843,0,-0.0219457,0.0412265,0.00513272,668.585,-484.998,271.715
4844,0,-0.0233724,0.0425374,0.00674508,667.902,-484.737,271.649
4845,0,-0.022593,0.0417309,0.00540077,667.138,-484.432,271.611
4846,0,-0.0218423,0.0421821,0.00580228,666.435,-484.147,271.533
4847,0,-0.0225166,0.0420671,0.0051021,665.839,-483.899,271.462
4848,0,-0.0224296,0.0423517,0.00418986,665.088,-483.645,271.397
4849,0,-0.0226269,0.041371,0.00484226,664.36,-483.344,271.34
4850,0,-0.0226155,0.0422581,0.00602788,663.68,-483.028,271.275
4851,0,-0.021059,0.0428907,0.00483001,662.966,-482.797,271.177
4852,0,-0.0224123,0.042339,0.00342881,662.283,-482.539,271.123
4853,0,-0.0233873,0.0421372,0.00497139,661.573,-482.237,271.06
4854,0,-0.022922,0.0415304,0.0052417,660.779,-481.958,271.026
4855,0,-0.0223873,0.0425193,0.00542592,660.097,-481.697,270.935
4856,0,-0.0228205,0.0419879,0.00452918,659.464,-481.432,270.863
4857,0,-0.0229794,0.0423642,0.00453219,658.715,-481.157,270.807
4858,0,-0.0222854,0.0425449,0.00492065,657.919,-480.858,270.765
4859,0,-0.0220039,0.0427042,0.00579519,657.298,-480.591,270.671
4860,0,-0.0222199,0.0428538,0.00482081,656.609,-480.315,270.587
4861,0,-0.022354,0.0421397,0.00416496,655.878,-480.044,270.537
4862,0,-0.023106,0.0423009,0.00516715,655.16,-479.746,270.496
4863,0,-0.0224306,0.0428611,0.00584404,654.462,-479.49,270.414
4864,0,-0.0210241,0.0436997,0.00552198,653.743,-479.239,270.326
4865,0,-0.0225387,0.0433082,0.004718,653.095,-478.967,270.268
4866,0,-0.0221655,0.0420074,0.00394087,652.375,-478.699,270.215
4867,0,-0.0218084,0.0422496,0.00472232,651.621,-478.406,270.151
4868,0,-0.0219321,0.0429198,0.00528304,650.975,-478.164,270.088
4869,0,-0.0224973,0.0421542,0.00481502,650.242,-477.898,270.014
4870,0,-0.0217975,0.0423845,0.00415223,649.523,-477.602,269.958
4871,0,-0.0224826,0.0426551,0.00374444,648.834,-477.314,269.901
4872,0,-0.0214928,0.0429898,0.00554998,648.121,-477.041,269.817
4873,0,-0.021912,0.0421575,0.00508871,647.389,-476.762,269.755
4874,0,-0.0225859,0.0415406,0.0043182,646.756,-476.496,269.693
4875,0,-0.0228765,0.0409151,0.00359775,646.017,-476.24,269.648
4876,0,-0.0213665,0.0429138,0.00384587,645.28,-475.971,269.576
4877,0,-0.0215521,0.0434202,0.00524027,644.628,-475.684,269.5
4878,0,-0.0217038,0.0411863,0.00480875,643.906,-475.405,269.43
4879,0,-0.0216632,0.041724,0.00415574,643.178,-475.123,269.362
4880,0,-0.0215727,0.0426392,0.00320835,642.48,-474.869,269.304
4881,0,-0.0217937,0.0430915,0.00439941,641.79,-474.591,269.23
4882,0,-0.0216732,0.0425533,0.00424978,641.06,-474.316,269.161
4883,0,-0.0216018,0.0418083,0.00467518,640.389,-474.052,269.099
4884,0,-0.0211714,0.0422758,0.00388181,639.686,-473.788,269.024
4885,0,-0.0208574,0.0435305,0.00371961,638.951,-473.503,268.965
4886,0,-0.0219635,0.0419991,0.00356294,638.262,-473.235,268.91
4887,0,-0.0231534,0.0405631,0.00432864,637.562,-472.963,268.852
4888,0,-0.0218176,0.0414919,0.00449995,636.826,-472.701,268.783
4889,0,-0.0204627,0.0430895,0.00381748,636.147,-472.402,268.703
4890,0,-0.0212387,0.042996,0.00350117,635.458,-472.112,268.648
4891,0,-0.0217177,0.0410774,0.00392914,634.713,-471.877,268.596
4892,0,-0.0210878,0.0414146,0.00371085,634.032,-471.595,268.512
4893,0,-0.0210553,0.0421032,0.00404965,633.326,-471.307,268.447
4894,0,-0.0209989,0.042248,0.00313777,632.6,-471.032,268.396
4895,0,-0.0218745,0.0417087,0.00344612,631.903,-470.786,268.324
4896,0,-0.0205785,0.0405543,0.00350265,631.165,-470.526,268.251
4897,0,-0.020606,0.0413946,0.003859,630.479,-470.205,268.183
4898,0,-0.0205136,0.0420951,0.0029321,629.8,-469.938,268.102
4899,0,-0.0210177,0.0414225,0.0029029,629.078,-469.707,268.055
4900,0,-0.0224385,0.0408542,0.00244162,628.346,-469.437,268.002
4901,0,-0.0207354,0.0410949,0.00289067,627.69,-469.148,267.93
4902,0,-0.0200186,0.0419363,0.00357956,626.965,-468.87,267.847
4903,0,-0.0204471,0.0424123,0.0033656,626.234,-468.619,267.794
4904,0,-0.02097,0.040685,0.00204911,625.546,-468.325,267.748
4905,0,-0.0210713,0.0411821,0.00233916,624.864,-468.032,267.664
4906,0,-0.0203728,0.0414286,0.00239114,624.173,-467.802,267.59
4907,0,-0.0198133,0.0413948,0.00242127,623.475,-467.517,267.534
4908,0,-0.0206254,0.041198,0.00276825,622.702,-467.211,267.505
4909,0,-0.021358,0.0405985,0.00199892,622.034,-466.959,267.436
4910,0,-0.0202352,0.0416873,0.00123266,621.379,-466.728,267.327
4911,0,-0.0201082,0.0416481,0.00240214,620.635,-466.413,267.265
4912,0,-0.0202953,0.0416093,0.00299214,619.897,-466.097,267.219
4913,0,-0.0209369,0.0406555,0.00280851,619.209,-465.88,267.158
4914,0,-0.0211604,0.0412844,0.00259336,618.514,-465.621,267.074
4915,0,-0.0205024,0.0421383,0.0017579,617.82,-465.326,266.999
4916,0,-0.0200145,0.0425138,0.00186563,617.117,-465.017,266.939
4917,0,-0.0202948,0.0408336,0.00223901,616.382,-464.771,266.884
4918,0,-0.0202479,0.0414756,0.00176106,615.676,-464.511,266.799
4919,0,-0.0212086,0.042672,0.00155135,615.005,-464.224,266.746
4920,0,-0.0205522,0.0418593,0.00154431,614.288,-463.939,266.698
4921,0,-0.0209605,0.0417092,0.00206671,613.583,-463.644,266.641
4922,0,-0.0210499,0.0417048,0.00260148,612.877,-463.382,266.556
4923,0,-0.020636,0.0426462,0.00254168,612.14,-463.13,266.472
4924,0,-0.0206564,0.0430331,0.00246754,611.446,-462.83,266.417
4925,0,-0.0206965,0.0429366,0.00216907,610.755,-462.558,266.376
4926,0,-0.0210882,0.0409253,0.00229517,610.073,-462.3,266.312
4927,0,-0.0210257,0.0425843,0.00278011,609.372,-462.033,266.222
4928,0,-0.0207801,0.0429104,0.0014107,608.667,-461.767,266.15
4929,0,-0.019055,0.042493,0.00162144,607.911,-461.494,266.091
4930,0,-0.0199368,0.0419239,0.00187278,607.218,-461.202,266.043
4931,0,-0.0204666,0.0427444,0.00131768,606.57,-460.92,265.958
4932,0,-0.0209651,0.0427106,0.00238818,605.863,-460.681,265.888
4933,0,-0.0121103,0.00138658,-0.00333242,605.973,-462.674,266.411
4934,0,-0.0108334,0.00117158,-0.00431674,605.197,-462.314,266.354
4935,0,-0.0110873,0.00106191,-0.00459898,604.488,-462.048,266.284
4936,0,-0.0121587,0.000732619,-0.00336951,603.826,-461.826,266.191
4937,0,-0.0117726,0.000478105,-0.00334304,603.123,-461.542,266.125
4938,0,-0.011377,-0.000230631,-0.00328975,602.402,-461.256,266.079
4939,0,-0.0120586,0.00147112,-0.00340045,601.676,-460.947,266.034
4940,0,-0.0110993,0.00173968,-0.004033,600.982,-460.702,265.938
4941,0,-0.0101559,0.00136921,-0.0028639,600.255,-460.472,265.847
4942,0,-0.0107968,0.00119648,-0.00316841,599.526,-460.155,265.8
4943,0,-0.0107107,0.000877545,-0.00409687,598.831,-459.828,265.741
4944,0,-0.011527,0.000702981,-0.00381232,598.144,-459.6,265.666
4945,0,-0.0113413,0.00199019,-0.00335475,597.477,-459.364,265.596
4946,0,-0.0113332,0.000978349,-0.00367039,596.714,-459.053,265.523
4947,0,-0.00986246,0.00022862,-0.00359657,595.952,-458.788,265.454
4948,0,-0.0102954,0.000507991,-0.00413728,595.28,-458.519,265.379
4949,0,-0.0113194,0.00163978,-0.00474953,594.6,-458.216,265.307
4950,0,-0.0104515,0.00109883,-0.00432673,593.893,-457.962,265.236
4951,0,-0.0107455,0.00101883,-0.00329446,593.211,-457.708,265.177
4952,0,-0.00948611,0.000804295,-0.00372306,592.467,-457.432,265.107
4953,0,-0.0104816,0.00115486,-0.00405215,591.741,-457.122,265.033
4954,0,-0.0115558,0.00242872,-0.00428791,591.075,-456.842,264.969
4955,0,-0.0102844,0.000705628,-0.00490622,590.346,-456.607,264.888
4956,0,-0.009896,0.000618513,-0.00313453,589.621,-456.313,264.835
4957,0,-0.0101013,0.00145248,-0.00307057,588.943,-456.043,264.767
4958,0,-0.0106764,0.00192228,-0.0036486,588.219,-455.785,264.695
4959,0,-0.0117333,0.00159523,-0.00402419,587.544,-455.461,264.617
4960,0,-0.012404,0.00127913,-0.00361394,586.844,-455.193,264.555
4961,0,-0.00999118,-2.818e-05,-0.00289898,586.071,-454.938,264.474
4962,0,-0.0108539,0.00168734,-0.00272154,585.43,-454.686,264.415
4963,0,-0.0104558,0.00122605,-0.00313402,584.7,-454.387,264.337
4964,0,-0.011075,0.0013014,-0.00393194,583.99,-454.087,264.269
4965,0,-0.0118759,0.000601481,-0.00327544,583.297,-453.829,264.204
4966,0,-0.0109929,0.00101074,-0.00282795,582.573,-453.558,264.127
4967,0,-0.0108544,0.000929781,-0.00407145,581.866,-453.302,264.045
4968,0,-0.0117284,0.00154825,-0.00285843,581.202,-453.038,263.99
4969,0,-0.0120178,0.000608041,-0.00280995,580.488,-452.701,263.933
4970,0,-0.011399,0.000871617,-0.00335044,579.778,-452.43,263.866
4971,0,-0.0122,0.0020742,-0.00221298,579.095,-452.223,263.796
4972,0,-0.0120004,0.00236794,-0.00237704,578.382,-451.939,263.719
4973,0,-0.0115934,0.00121704,-0.00277125,577.645,-451.644,263.655
4974,0,-0.0110649,0.00136611,-0.00251451,576.975,-451.373,263.604
4975,0,-0.0105521,0.000957219,-0.0020162,576.255,-451.095,263.526
4976,0,-0.0112927,0.0022913,-0.00303293,575.541,-450.843,263.452
4977,0,-0.0121616,0.00197383,-0.00216749,574.851,-450.609,263.379
4978,0,-0.0115317,0.00132863,-0.00225852,574.121,-450.274,263.306
4979,0,-0.0107899,0.00123061,-0.0026129,573.429,-449.972,263.243
4980,0,-0.0112748,0.00172426,-0.00188905,572.75,-449.757,263.172
4981,0,-0.01188,0.0014815,-0.00270245,572.012,-449.486,263.105
4982,0,-0.0124557,0.00228701,-0.00261296,571.315,-449.215,263.053
4983,0,-0.0122533,0.0010225,-0.00117813,570.609,-448.946,262.976
4984,0,-0.0107574,0.00115816,-0.00215024,569.875,-448.612,262.891
4985,0,-0.0115561,0.0016532,-0.00253969,569.19,-448.374,262.82
4986,0,-0.0121557,0.00248326,-0.00245071,568.457,-448.108,262.763
4987,0,-0.0119524,0.00130652,-0.00276084,567.757,-447.814,262.696
4988,0,-0.0108344,0.00151075,-0.00248764,567.079,-447.537,262.632
4989,0,-0.0104484,0.000864631,-0.00133864,566.366,-447.282,262.561
4990,0,-0.0111446,0.00129681,-0.00272362,565.636,-446.999,262.479
4991,0,-0.0126681,0.00198455,-0.00233188,564.936,-446.735,262.431
4992,0,-0.011294,0.0012012,-0.00224744,564.246,-446.471,262.364
4993,0,-0.0102051,0.000744836,-0.00190715,563.522,-446.152,262.287
4994,0,-0.0101884,0.001624,-0.00198895,562.856,-445.886,262.214
4995,0,-0.0115862,0.00149048,-0.00171962,562.122,-445.634,262.132
4996,0,-0.012652,0.00158081,-0.00261414,561.402,-445.333,262.074
4997,0,-0.0122649,0.00116156,-0.00174879,560.726,-445.068,262.001
4998,0,-0.0105691,0.000526088,-0.00161706,559.998,-444.782,261.934
4999,0,-0.0108276,0.00113599,-0.00157209,559.323,-444.528,261.866
5000,0,-0.0119817,0.00104076,-0.00118412,558.585,-444.25,261.79
5001,0,-0.0121953,0.00121125,-0.00147543,557.859,-443.938,261.725
5002,0,-0.0116339,0.00131293,-0.00158551,557.173,-443.689,261.655
5003,0,-0.0112742,0.00125636,-0.000885187,556.494,-443.455,261.588
5004,0,-0.0105219,0.000379886,-0.00115549,555.729,-443.133,261.498
5005,0,-0.0123297,0.00193939,-0.00215806,555.04,-442.873,261.457
5006,0,-0.0116937,0.000786529,-0.00226465,554.297,-442.646,261.378
5007,0,-0.0099445,0.00138322,-0.00216417,553.58,-442.367,261.314
5008,0,-0.0118482,0.00147266,-0.000641986,552.914,-442.105,261.244
5009,0,-0.0120006,0.00148848,-8.95705e-07,552.242,-441.807,261.163
5010,0,-0.0126478,0.00182786,-0.00081571,551.559,-441.5,261.086
5011,0,-0.0114878,0.00201432,-0.00206716,550.86,-441.246,261.038
5012,0,-0.0110953,0.000833006,-0.00157599,550.119,-440.949,260.965
5013,0,-0.0112118,0.00102636,-0.00140722,549.447,-440.667,260.88
5014,0,-0.011936,0.00125847,-0.000796615,548.765,-440.417,260.81
5015,0,-0.0120166,0.00147503,-0.000393967,548.029,-440.118,260.755
5016,0,-0.0124157,0.00241199,-0.00152567,547.297,-439.85,260.697
5017,0,-0.0118621,0.00173188,-0.00178017,546.606,-439.594,260.625
5018,0,-0.011591,0.00122625,-0.00118527,545.925,-439.313,260.547
5019,0,-0.0114299,0.00154816,-0.00126092,545.223,-439.037,260.472
5020,0,-0.0118818,0.00229962,-0.000480369,544.51,-438.761,260.427
5021,0,-0.0109511,0.00280963,-0.000951001,543.763,-438.467,260.356
5022,0,-0.0107276,0.00263855,-0.00177334,543.114,-438.221,260.271
5023,0,-0.0109286,0.00167588,-0.00146075,542.404,-437.921,260.196
5024,0,-0.0107735,0.00102048,-0.00118025,541.692,-437.653,260.131
5025,0,-0.0115516,-0.00257021,-0.00265924,540.582,-437.084,260.136
5026,0,-0.0117179,-0.00178867,-0.00225303,539.893,-436.826,260.077
5027,0,-0.011798,-0.00248595,-0.0020777,539.218,-436.571,259.979
5028,0,-0.0123223,-0.00317981,-0.00313797,538.522,-436.284,259.92
5029,0,-0.0115705,-0.00338732,-0.0026614,537.801,-436,259.842
5030,0,-0.0116688,-0.00292331,-0.00311965,537.091,-435.735,259.79
5031,0,-0.0120833,-0.00239344,-0.00229894,536.364,-435.475,259.717
5032,0,-0.0116175,-0.00293726,-0.00207285,535.701,-435.262,259.64
5033,0,-0.0122539,-0.00338784,-0.0023996,535.004,-434.951,259.583
5034,0,-0.011595,-0.00268568,-0.00274227,534.287,-434.645,259.512
5035,0,-0.0124346,-0.00285899,-0.00290429,533.593,-434.379,259.461
5036,0,-0.0114301,-0.00223724,-0.00233195,532.91,-434.127,259.385
5037,0,-0.011997,-0.00307915,-0.00181181,532.174,-433.869,259.297
5038,0,-0.0119271,-0.00259238,-0.00238462,531.491,-433.577,259.238
5039,0,-0.0128758,-0.00207434,-0.0025733,530.821,-433.266,259.192
5040,0,-0.0125922,-0.00155296,-0.0022567,530.114,-433.012,259.138
5041,0,-0.0115661,-0.00207927,-0.00179463,529.41,-432.765,259.051
5042,0,-0.0115612,-0.00345452,-0.00220261,528.693,-432.474,258.96
5043,0,-0.011852,-0.00347342,-0.00221937,528.019,-432.215,258.872
5044,0,-0.0128333,-0.0024146,-0.00253555,527.319,-431.903,258.834
5045,0,-0.0131096,-0.00198266,-0.00177194,526.6,-431.662,258.784
5046,0,-0.0120386,-0.00244431,-0.00126076,525.92,-431.446,258.708
5047,0,-0.0129184,-0.00293549,-0.00106169,525.23,-431.17,258.627
5048,0,-0.0130518,-0.00362564,-0.00139146,524.539,-430.894,258.543
5049,0,-0.0131398,-0.00247845,-0.00249427,523.811,-430.555,258.504
5050,0,-0.0128725,-0.00205826,-0.0020071,523.099,-430.283,258.448
5051,0,-0.0125404,-0.00195344,-0.000818412,522.422,-430.066,258.364
5052,0,-0.0127246,-0.00285253,-0.000562544,521.721,-429.821,258.292
5053,0,-0.0121953,-0.00286186,-0.00203846,521.023,-429.538,258.219
5054,0,-0.0130664,-0.00270379,-0.00147482,520.309,-429.21,258.176
5055,0,-0.0122539,-0.00261728,-0.0025576,519.604,-428.906,258.105
5056,0,-0.0120028,-0.00248574,-0.00136592,518.956,-428.701,258.022
5057,0,-0.0123201,-0.0033373,-0.000798056,518.251,-428.456,257.948
5058,0,-0.0132787,-0.00254525,-0.00135273,517.519,-428.173,257.878
5059,0,-0.0125554,-0.00234671,-0.00189327,516.819,-427.875,257.834
5060,0,-0.0123826,-0.0021839,-0.00201734,516.117,-427.558,257.753
5061,0,-0.0115721,-0.00298318,-0.00139489,515.442,-427.361,257.666
5062,0,-0.0124015,-0.00317887,-0.000623046,514.762,-427.131,257.595
5063,0,-0.0132655,-0.00287916,-0.000531575,514.012,-426.818,257.526
5064,0,-0.0127872,-0.00183984,-0.0013704,513.344,-426.542,257.479
5065,0,-0.0116751,-0.00207502,-0.0018803,512.656,-426.23,257.415
5066,0,-0.0117549,-0.00302613,-0.00160024,511.9,-426.002,257.326
5067,0,-0.0117244,-0.00318088,-0.000880013,511.199,-425.776,257.251
5068,0,-0.0134791,-0.00233287,-0.000356128,510.544,-425.491,257.195
5069,0,-0.0123641,-0.00185971,-0.00113015,509.838,-425.18,257.132
5070,0,-0.010753,-0.00243819,-0.00176949,509.114,-424.868,257.077
5071,0,-0.0121769,-0.00315846,-0.000854959,508.44,-424.621,256.987
5072,0,-0.0129274,-0.00290354,-0.00125953,507.727,-424.381,256.912
5073,0,-0.0137332,-0.00158112,-0.000690071,507.066,-424.137,256.859
5074,0,-0.0130194,-0.00215426,-0.000289083,506.312,-423.858,256.81
5075,0,-0.0103907,-0.00256208,-0.000794058,505.586,-423.566,256.742
5076,0,-0.0116651,-0.00279923,-0.000706704,504.978,-423.28,256.652
5077,0,-0.014104,-0.00341399,-0.000957249,504.249,-422.991,256.551
5078,0,-0.0130441,-0.00231226,-0.00111397,503.541,-422.773,256.49
5079,0,-0.0121977,-0.00190551,-0.000828286,502.842,-422.484,256.456
5080,0,-0.0111046,-0.00197349,-0.000252021,502.105,-422.208,256.39
5081,0,-0.0113109,-0.00243202,-0.000480988,501.439,-421.919,256.3
5082,0,-0.0142037,-0.00289088,-0.0005344,500.782,-421.644,256.223
5083,0,-0.0130359,-0.00194679,-0.00114879,500.02,-421.393,256.161
5084,0,-0.0127948,-0.00119132,-0.000341108,499.328,-421.125,256.119
5085,0,-0.0119123,-0.00141976,-0.000292224,498.635,-420.827,256.062
5086,0,-0.0118276,-0.00266744,0.000461751,497.948,-420.57,255.97
5087,0,-0.0136577,-0.00270273,-0.000625526,497.277,-420.297,255.89
5088,0,-0.014255,-0.00187879,-0.000647147,496.537,-420.033,255.83
5089,0,-0.0110607,-0.00118281,-0.000984121,495.832,-419.78,255.772
5090,0,-0.0119333,-0.00123574,0.000197273,495.17,-419.462,255.722
5091,0,-0.0122862,-0.00196909,0.00102413,494.485,-419.196,255.632
5092,0,-0.0133236,-0.00283983,0.000354035,493.76,-418.962,255.548
5093,0,-0.0139544,-0.00128775,-0.000894091,493.076,-418.689,255.496
5094,0,-0.0128246,-0.0014447,-0.000563359,492.36,-418.439,255.429
5095,0,-0.0119422,-0.00179571,2.22515e-05,491.648,-418.165,255.365
5096,0,-0.0126971,-0.00276458,0.000697533,490.987,-417.878,255.282
5097,0,-0.013544,-0.0025809,8.40735e-05,490.25,-417.604,255.208
5098,0,-0.0132222,-0.0018016,-0.000531699,489.577,-417.362,255.141
5099,0,-0.0128373,-0.00134046,-0.000574988,488.874,-417.089,255.1
5100,0,-0.012027,-0.00177012,5.71818e-06,488.134,-416.821,255.032
5101,0,-0.012531,-0.00214118,0.00122185,487.477,-416.563,254.952
5102,0,-0.0135422,-0.00205995,0.00116557,486.791,-416.267,254.885
5103,0,-0.0127339,-0.00182548,0.000265802,486.064,-416.027,254.819
5104,0,-0.0114695,-0.0015179,-1.34642e-05,485.317,-415.737,254.762
5105,0,-0.0125946,-0.00179409,3.36457e-05,484.67,-415.45,254.689
5106,0,-0.0129978,-0.00284186,0.000520471,483.973,-415.161,254.603
5107,0,-0.013357,-0.00333152,0.000996708,483.26,-414.913,254.537
5108,0,-0.0130484,-0.00259309,0.00073116,482.588,-414.671,254.471
5109,0,-0.0125315,-0.00141158,0.000370112,481.865,-414.382,254.424
5110,0,-0.0122121,-0.00124347,0.00064048,481.15,-414.107,254.344
5111,0,-0.013485,-0.00250325,0.000640269,480.474,-413.812,254.267
5112,0,-0.0145774,-0.0030394,0.00104963,479.783,-413.541,254.196
5113,0,-0.0125537,-0.00343433,0.000974097,479.047,-413.294,254.11
5114,0,-0.0125144,-0.00257459,0.000440106,478.407,-413.018,254.054
5115,0,-0.0119577,-0.00243855,5.5612e-05,477.659,-412.739,254.005
5116,0,-0.0132733,-0.00234779,0.00101398,476.935,-412.486,253.937
5117,0,-0.013837,-0.00266505,0.00120401,476.268,-412.202,253.851
5118,0,-0.0139064,-0.00285991,0.00117823,475.604,-411.909,253.79
5119,0,-0.0122157,-0.00231326,0.00142199,474.886,-411.669,253.722
5120,0,-0.0121765,-0.0024423,0.00115793,474.121,-411.402,253.681
5121,0,-0.0133876,-0.00186964,0.0013506,473.495,-411.138,253.612
5122,0,-0.0152565,-0.00300935,0.00116413,472.764,-410.814,253.498
5123,0,-0.014308,-0.00359021,0.00183572,472.099,-410.561,253.419
5124,0,-0.0136793,-0.00271834,0.00168379,471.407,-410.295,253.378
5125,0,-0.0127759,-0.00203657,0.00157224,470.656,-410.057,253.339
5126,0,-0.0130696,-0.00200821,0.00179925,469.947,-409.764,253.263
5127,0,-0.0151042,-0.00207434,0.00251792,469.309,-409.498,253.171
5128,0,-0.0147596,-0.00298671,0.00184608,468.632,-409.215,253.094
5129,0,-0.0129815,-0.0022469,0.00168122,467.897,-408.924,253.035
5130,0,-0.0122114,-0.00201487,0.00139917,467.199,-408.701,252.977
5131,0,-0.0133083,-0.00217529,0.00119188,466.486,-408.395,252.934
5132,0,-0.014933,-0.00189536,0.00191827,465.801,-408.184,252.833
5133,0,-0.0138866,-0.00296787,0.00192713,465.103,-407.896,252.747
5134,0,-0.0138913,-0.00172238,0.00176353,464.43,-407.577,252.697
5135,0,-0.0120943,-0.00193378,0.0015945,463.685,-407.342,252.651
5136,0,-0.0126447,-0.00159463,0.00161278,462.964,-407.072,252.594
5137,0,-0.0146115,-0.00159941,0.00201894,462.314,-406.828,252.499
5138,0,-0.0135537,-0.00226763,0.00227537,461.604,-406.563,252.407
5139,0,-0.0127951,-0.00191738,0.00175907,460.932,-406.261,252.346
5140,0,-0.0128952,-0.00196691,0.00129585,460.195,-405.929,252.297
5141,0,-0.0119558,-0.00183854,0.00146483,459.493,-405.707,252.232
5142,0,-0.0135336,-0.00130405,0.00149302,458.805,-405.452,252.164
5143,0,-0.0143031,-0.00134136,0.00327788,458.117,-405.231,252.081
5144,0,-0.0122397,-0.00211911,0.00244687,457.425,-404.957,251.992
5145,0,-0.0135785,-0.000967939,0.00240361,456.73,-404.596,251.971
5146,0,-0.012137,-0.00110397,0.00166632,455.996,-404.367,251.907
5147,0,-0.0130388,-0.00100343,0.00198401,455.286,-404.099,251.819
5148,0,-0.0139776,-0.00108892,0.00287472,454.655,-403.848,251.729
5149,0,-0.012529,-0.00192447,0.00304509,453.918,-403.584,251.654
5150,0,-0.0132382,-0.00120844,0.00221743,453.21,-403.245,251.626
5151,0,-0.0127569,-0.00109864,0.00239873,452.492,-402.942,251.567
5152,0,-0.0125575,-0.000712341,0.00190082,451.787,-402.718,251.485
5153,0,-0.0134852,-0.00101737,0.00247271,451.156,-402.481,251.399
5154,0,-0.0126602,-0.00162325,0.0037011,450.418,-402.211,251.314
5155,0,-0.0125193,-0.00232098,0.00285366,449.698,-401.926,251.25
5156,0,-0.0131641,-0.000784022,0.00251767,449.023,-401.598,251.224
5157,0,-0.0131569,-0.0010993,0.00126789,448.334,-401.35,251.142
5158,0,-0.0128034,-0.00164026,0.00250205,447.605,-401.148,251.055
5159,0,-0.013326,-0.00139684,0.00334565,446.954,-400.908,250.987
5160,0,-0.0130853,-0.00226564,0.0032902,446.236,-400.605,250.922
5161,0,-0.0130533,-0.000946835,0.00251424,445.468,-400.264,250.868
5162,0,-0.0132424,-0.000993312,0.00238215,444.819,-400.015,250.803
5163,0,-0.0132761,-0.0011499,0.00242447,444.125,-399.746,250.734
5164,0,-0.0133003,-0.002019,0.00265625,443.443,-399.515,250.637
